Brand,Name,Price,Year,City,Car case,Volume,Transmission,Mileage,Gear,Steer wheel,Color,Custom clearance
Mercedes-Benz,GLE Coupe 53 AMG,67000000,2021,Алматы,кроссовер,3.0,автомат,8500.0,полный привод,слева,черный металлик,Да
Audi,A4,2000000,1997,Алматы,седан,1.8,механика,,передний привод,слева,серый,Да
BMW,X7,59900000,2021,Алматы,кроссовер,3.0,автомат,16000.0,полный привод,слева,белый,Да
Toyota,Camry,16300000,2021,Алматы,седан,2.5,автомат,65000.0,передний привод,слева,черный,Да
Toyota,Camry,5800000,2002,Алматы,седан,3.0,автомат,400000.0,передний привод,слева,серый металлик,Да
Lexus,GX 460,41000000,2023,Алматы,внедорожник,4.6,автомат,14000.0,полный привод,слева,черный металлик,Да
Volkswagen,Polo,3600000,2007,Алматы,хэтчбек,1.6,механика,80000.0,передний привод,слева,белый,Да
Mercedes-Benz,G 63 AMG,130000000,2022,Алматы,внедорожник,4.0,автомат,2800.0,полный привод,слева,черный,Да
Kia,K8,20500000,2021,Алматы,седан,2.5,автомат,22000.0,передний привод,слева,серый металлик,Да
Li,L7,25700000,2023,Алматы,кроссовер,1.5,автомат,,полный привод,слева,черный,Да
Tesla,Model 3,20771000,2023,Алматы,седан,,автомат,,полный привод,слева,белый,Да
Kia,Sorento,21090000,2023,Алматы,кроссовер,2.5,автомат,,полный привод,слева,черный металлик,Да
Toyota,Land Cruiser Prado,21000000,2017,Алматы,внедорожник,2.7,автомат,,полный привод,слева,белый металлик,Да
Hyundai,Creta,11700000,2021,Алматы,кроссовер,1.6,автомат,26862.0,передний привод,слева,серый,Да
BMW,528,3830020,1997,Алматы,седан,2.8,автомат,210000.0,задний привод,слева,серебристый металлик,Да
Volkswagen,Golf,700000,1990,Талгар,хэтчбек,1.6,механика,333333.0,передний привод,слева,красный,Да
Toyota,Ipsum,4500000,2001,Алматы,минивэн,2.4,автомат,470000.0,передний привод,справа,серебристый металлик,Да
Lexus,IS 350,16000000,2017,Алматы,седан,3.5,автомат,65000.0,задний привод,слева,золотистый металлик,Да
Mitsubishi,Pajero,6900000,1998,Алматы,внедорожник,3.5,автомат,300000.0,полный привод,слева,бронза металлик,Да
Zeekr,001,26600000,2023,Алматы,лифтбек,,автомат,23.0,полный привод,слева,,Да
Hyundai,Sonata,7250000,2012,Алматы,седан,2.4,автомат,175000.0,передний привод,слева,белый металлик,Да
BMW,330,4500000,2000,Алматы,седан,3.0,автомат,200000.0,задний привод,слева,синий металлик,Да
Hyundai,Palisade,21900000,2021,Алматы,кроссовер,3.8,автомат,29170.0,полный привод,слева,черный металлик,Да
BMW,X7,60000000,2021,Алматы,кроссовер,3.0,автомат,25700.0,полный привод,слева,белый металлик,Да
Volkswagen,Vento,2300000,1995,Алматы,седан,2.8,автомат,202000.0,передний привод,слева,хамелеон металлик,Да
Mercedes-Benz,E 230,1700000,1991,Алматы,универсал,2.3,автомат,,задний привод,слева,золотистый,Да
Hyundai,i30,11400000,2023,Алматы,универсал,1.5,автомат,5500.0,передний привод,слева,белый металлик,Да
Toyota,Previa,2000000,1993,Алматы,минивэн,2.4,автомат,168035.0,задний привод,слева,синий,Да
Volkswagen,Touareg,5999999,2004,Алматы,кроссовер,4.2,автомат,279000.0,полный привод,слева,серебристый металлик,Да
Hyundai,Palisade,23500000,2021,Алматы,кроссовер,3.8,автомат,46000.0,полный привод,слева,,Да
Zeekr,001,25200000,2023,Алматы,лифтбек,,автомат,4700.0,полный привод,слева,черный,Да
Mercedes-Benz,C 250,8500000,2011,Алматы,седан,1.8,автомат,,задний привод,слева,белый металлик,Да
ВАЗ (Lada),2121 Нива,1600000,2006,Алматы,внедорожник,1.7,механика,,полный привод,слева,,Да
BMW,X3,26000000,2018,Алматы,кроссовер,2.0,автомат,62000.0,полный привод,слева,синий,Да
BMW,X7,74500000,2023,Алматы,кроссовер,3.0,автомат,100.0,полный привод,слева,черный металлик,Да
Toyota,Land Cruiser,13900000,2007,Алматы,внедорожник,4.7,автомат,295000.0,полный привод,слева,черный,Да
BMW,M3,43000000,2023,Алматы,седан,3.0,автомат,,полный привод,слева,белый металлик,Да
Toyota,Land Cruiser,63300000,2022,Алматы,внедорожник,3.5,автомат,,полный привод,слева,белый,Да
Kia,K9,19500000,2021,Алматы,седан,3.8,автомат,,задний привод,слева,черный,Да
Hyundai,Sonata,9500000,2018,Алматы,седан,2.4,автомат,98000.0,передний привод,слева,серый металлик,Да
Toyota,Land Cruiser,43000000,2018,Алматы,внедорожник,4.6,автомат,70000.0,полный привод,слева,черный металлик,Да
Toyota,Camry,10200000,2015,Алматы,седан,2.5,автомат,172000.0,передний привод,слева,серебристый,Да
Peugeot,508,5200000,2014,Алматы,седан,1.6,автомат,200000.0,передний привод,слева,белый металлик,Да
Lincoln,Navigator,5500000,1998,Алматы,внедорожник,5.4,автомат,,полный привод,слева,белый,Да
Audi,A6,3300000,1998,Алматы,седан,2.8,автомат,405000.0,полный привод,слева,серебристый,Да
Toyota,Windom,4700000,2000,Алматы,седан,2.5,автомат,,передний привод,справа,серебристый металлик,Да
Kia,Optima,13000000,2019,Алматы,седан,2.4,автомат,100000.0,передний привод,слева,серый металлик,Да
Infiniti,G35,7800000,2008,Алматы,седан,3.5,автомат,,задний привод,слева,белый металлик,Да
Toyota,Camry,28000000,2023,Алматы,седан,3.5,автомат,,передний привод,слева,белый металлик,Да
Toyota,Aristo,4850000,1997,Алматы,седан,3.0,автомат,250000.0,задний привод,слева,черный металлик,Да
Toyota,Land Cruiser Prado,42000000,2021,Алматы,внедорожник,4.0,автомат,19000.0,полный привод,слева,черный,Да
